j,# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
2750278,01/09/2022 06:07:33,Class A,230352000,57.802662,10.5893,Under way using engine,0.0,13.5,90.4,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2751795,01/09/2022 06:07:44,Class A,230352000,57.802662,10.590589999999999,Under way using engine,0.0,13.5,89.8,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2753050,01/09/2022 06:07:53,Class A,230352000,57.802665000000005,10.591645,Under way using engine,0.0,13.5,89.3,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2753110,01/09/2022 06:07:53,Class A,230352000,57.802665000000005,10.591645,Under way using engine,0.0,13.5,89.3,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2754604,01/09/2022 06:08:04,Class A,230352000,57.802673,10.59305,Under way using engine,0.0,13.5,89.4,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2756017,01/09/2022 06:08:14,Class A,230352000,57.80268,10.594222,Under way using engine,0.0,13.5,89.3,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2757214,01/09/2022 06:08:23,Class A,230352000,57.80268,10.59516,Under way using engine,0.0,13.5,89.6,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2758589,01/09/2022 06:08:33,Class A,230352000,57.802688,10.596328,Under way using engine,0.0,13.5,89.5,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2760117,01/09/2022 06:08:44,Class A,230352000,57.802688,10.597615,Under way using engine,0.0,13.5,89.6,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2761397,01/09/2022 06:08:53,Class A,230352000,57.80269200000001,10.598666999999999,Under way using engine,0.0,13.5,89.9,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2764357,01/09/2022 06:09:14,Class A,230352000,57.80269499999999,10.601237,Under way using engine,0.0,13.5,90.0,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2765533,01/09/2022 06:09:23,Class A,230352000,57.80269499999999,10.602172,Under way using engine,0.0,13.4,89.5,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2766916,01/09/2022 06:09:33,Class A,230352000,57.8027,10.60334,Under way using engine,0.0,13.5,89.5,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2768466,01/09/2022 06:09:44,Class A,230352000,57.802707,10.604625,Under way using engine,0.0,13.5,89.4,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2769729,01/09/2022 06:09:53,Class A,230352000,57.802715,10.605675,Under way using engine,0.0,13.5,89.1,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2772705,01/09/2022 06:10:14,Class A,230352000,57.802737,10.608242,Under way using engine,0.0,13.4,89.3,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2773881,01/09/2022 06:10:23,Class A,230352000,57.802744999999994,10.609173,Under way using engine,0.0,13.4,89.4,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2775270,01/09/2022 06:10:33,Class A,230352000,57.802748,10.610339999999999,Under way using engine,0.0,13.4,89.5,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2776725,01/09/2022 06:10:43,Class A,230352000,57.802753,10.611622,Under way using engine,0.0,13.4,89.7,91.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2778182,01/09/2022 06:10:54,Class A,230352000,57.80275699999999,10.612788,Under way using engine,0.0,13.4,89.8,91.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2780990,01/09/2022 06:11:14,Class A,230352000,57.80276,10.615233,Under way using engine,0.0,13.4,89.8,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2782325,01/09/2022 06:11:24,Class A,230352000,57.802763,10.61628,Under way using engine,0.0,13.4,89.6,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2783742,01/09/2022 06:11:34,Class A,230352000,57.80276800000001,10.617560000000001,Under way using engine,0.0,13.4,89.2,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2785012,01/09/2022 06:11:43,Class A,230352000,57.802780000000006,10.618608,Under way using engine,0.0,13.4,88.9,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2786461,01/09/2022 06:11:54,Class A,230352000,57.802794999999996,10.619773,Under way using engine,0.0,13.4,88.3,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2789177,01/09/2022 06:12:14,Class A,230352000,57.80283299999999,10.622102,Under way using engine,0.0,13.4,88.4,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2790633,01/09/2022 06:12:24,Class A,230352000,57.802845,10.623265,Under way using engine,0.0,13.4,88.8,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2792024,01/09/2022 06:12:34,Class A,230352000,57.802863,10.624547,Under way using engine,0.0,13.4,88.4,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2793276,01/09/2022 06:12:43,Class A,230352000,57.802882,10.625595,Under way using engine,0.0,13.4,88.2,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2794743,01/09/2022 06:12:54,Class A,230352000,57.802898,10.62676,Under way using engine,0.0,13.4,88.4,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2796195,01/09/2022 06:13:04,Class A,230352000,57.802917,10.628039999999999,Under way using engine,0.0,13.4,88.6,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2797455,01/09/2022 06:13:14,Class A,230352000,57.802928,10.629088000000001,Under way using engine,0.0,13.4,88.9,91.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2798852,01/09/2022 06:13:24,Class A,230352000,57.802935,10.630252,Under way using engine,0.0,13.4,89.3,91.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2800256,01/09/2022 06:13:34,Class A,230352000,57.802943000000006,10.631532,Under way using engine,0.0,13.4,89.3,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2801527,01/09/2022 06:13:43,Class A,230352000,57.802955000000004,10.632578,Under way using engine,0.0,13.4,88.9,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2802969,01/09/2022 06:13:54,Class A,230352000,57.802969999999995,10.633742,Under way using engine,0.0,13.4,88.1,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2803235,01/09/2022 06:13:56,Class A,230352000,57.802969999999995,10.633742,Under way using engine,0.0,13.4,88.1,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2804431,01/09/2022 06:14:04,Class A,230352000,57.80299300000001,10.635022,Under way using engine,0.0,13.4,87.8,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2805679,01/09/2022 06:14:14,Class A,230352000,57.803012,10.63607,Under way using engine,0.0,13.4,87.9,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2807106,01/09/2022 06:14:24,Class A,230352000,57.803038,10.637233,Under way using engine,0.0,13.4,87.8,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2808481,01/09/2022 06:14:34,Class A,230352000,57.803062,10.638513,Under way using engine,0.0,13.4,88.3,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2809916,01/09/2022 06:14:44,Class A,230352000,57.803077,10.639677,Under way using engine,0.0,13.4,88.5,91.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2811251,01/09/2022 06:14:54,Class A,230352000,57.803088,10.640722,Under way using engine,0.0,13.4,88.9,91.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2812723,01/09/2022 06:15:04,Class A,230352000,57.8031,10.642002,Under way using engine,0.0,13.4,89.1,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2813990,01/09/2022 06:15:14,Class A,230352000,57.803107,10.643047,Under way using engine,0.0,13.4,89.0,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2815375,01/09/2022 06:15:23,Class A,230352000,57.803123,10.644212,Under way using engine,0.0,13.4,88.5,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2816838,01/09/2022 06:15:34,Class A,230352000,57.803144999999994,10.645489999999999,Under way using engine,0.0,13.4,87.8,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2818262,01/09/2022 06:15:44,Class A,230352000,57.803171999999996,10.646655,Under way using engine,0.0,13.4,87.5,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2819614,01/09/2022 06:15:54,Class A,230352000,57.803197999999995,10.647703,Under way using engine,0.0,13.4,87.0,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2821061,01/09/2022 06:16:04,Class A,230352000,57.803230000000006,10.648987,Under way using engine,0.0,13.4,87.7,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2822312,01/09/2022 06:16:14,Class A,230352000,57.803247999999996,10.650033,Under way using engine,0.0,13.4,88.2,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2823674,01/09/2022 06:16:23,Class A,230352000,57.803263,10.651197999999999,Under way using engine,0.0,13.4,88.5,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2825121,01/09/2022 06:16:34,Class A,230352000,57.80328299999999,10.65248,Under way using engine,0.0,13.4,88.7,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2826593,01/09/2022 06:16:44,Class A,230352000,57.803298,10.653642999999999,Under way using engine,0.0,13.4,88.3,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2827754,01/09/2022 06:16:53,Class A,230352000,57.803313,10.654577,Under way using engine,0.0,13.4,87.9,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2829371,01/09/2022 06:17:04,Class A,230352000,57.803348,10.655977,Under way using engine,0.0,13.5,87.0,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2830502,01/09/2022 06:17:13,Class A,230352000,57.803378,10.657028,Under way using engine,0.0,13.5,87.1,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2831894,01/09/2022 06:17:23,Class A,230352000,57.803405000000005,10.658195,Under way using engine,0.0,13.5,87.8,91.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2833332,01/09/2022 06:17:34,Class A,230352000,57.803422999999995,10.659482,Under way using engine,0.0,13.5,88.4,91.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2834776,01/09/2022 06:17:44,Class A,230352000,57.80344,10.660648,Under way using engine,0.0,13.5,88.2,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2835974,01/09/2022 06:17:53,Class A,230352000,57.803458,10.661583,Under way using engine,0.0,13.5,87.7,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2837648,01/09/2022 06:18:04,Class A,230352000,57.803493,10.662988,Under way using engine,0.0,13.5,87.6,91.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2838844,01/09/2022 06:18:13,Class A,230352000,57.803512,10.66404,Under way using engine,0.0,13.5,88.2,91.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2840302,01/09/2022 06:18:23,Class A,230352000,57.803527,10.665212,Under way using engine,0.0,13.5,88.3,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2841685,01/09/2022 06:18:33,Class A,230352000,57.803553,10.666383,Under way using engine,0.0,13.5,87.6,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2843173,01/09/2022 06:18:44,Class A,230352000,57.803580000000004,10.667553,Under way using engine,0.0,13.5,87.5,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2844379,01/09/2022 06:18:53,Class A,230352000,57.8036,10.668608,Under way using engine,0.0,13.5,88.1,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2845978,01/09/2022 06:19:04,Class A,230352000,57.803627,10.670017,Under way using engine,0.0,13.5,87.7,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2847225,01/09/2022 06:19:13,Class A,230352000,57.803647999999995,10.671073,Under way using engine,0.0,13.5,87.3,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2848596,01/09/2022 06:19:23,Class A,230352000,57.80368299999999,10.672248,Under way using engine,0.0,13.5,87.1,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2849941,01/09/2022 06:19:33,Class A,230352000,57.803713,10.673423,Under way using engine,0.0,13.6,87.1,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2851399,01/09/2022 06:19:44,Class A,230352000,57.80374499999999,10.674598,Under way using engine,0.0,13.6,87.1,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2852633,01/09/2022 06:19:53,Class A,230352000,57.803771999999995,10.675658,Under way using engine,0.0,13.6,87.5,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2853337,01/09/2022 06:19:58,Class A,230352000,57.803771999999995,10.675658,Under way using engine,0.0,13.6,87.5,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2854242,01/09/2022 06:20:04,Class A,230352000,57.803805000000004,10.677073,Under way using engine,0.0,13.6,87.4,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2855462,01/09/2022 06:20:13,Class A,230352000,57.803828,10.678135000000001,Under way using engine,0.0,13.6,87.6,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2856905,01/09/2022 06:20:23,Class A,230352000,57.803855000000006,10.679317999999999,Under way using engine,0.0,13.6,87.5,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2858224,01/09/2022 06:20:33,Class A,230352000,57.803885,10.6805,Under way using engine,0.0,13.6,86.9,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2859680,01/09/2022 06:20:44,Class A,230352000,57.80392,10.681683,Under way using engine,0.0,13.6,86.7,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2860927,01/09/2022 06:20:53,Class A,230352000,57.803955,10.682748,Under way using engine,0.0,13.6,86.6,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2862557,01/09/2022 06:21:04,Class A,230352000,57.803996999999995,10.68417,Under way using engine,0.0,13.6,86.9,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2863961,01/09/2022 06:21:14,Class A,230352000,57.804027000000005,10.685355,Under way using engine,0.0,13.7,87.4,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2865282,01/09/2022 06:21:23,Class A,230352000,57.804053,10.686422,Under way using engine,0.0,13.7,87.4,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2866637,01/09/2022 06:21:33,Class A,230352000,57.804083,10.687610000000001,Under way using engine,0.0,13.7,87.2,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2868057,01/09/2022 06:21:44,Class A,230352000,57.804109999999994,10.688798,Under way using engine,0.0,13.7,87.6,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2869312,01/09/2022 06:21:53,Class A,230352000,57.80413299999999,10.689872,Under way using engine,0.0,13.7,87.5,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2870947,01/09/2022 06:22:04,Class A,230352000,57.804171999999994,10.6913,Under way using engine,0.0,13.7,87.4,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2872313,01/09/2022 06:22:14,Class A,230352000,57.804198,10.692492999999999,Under way using engine,0.0,13.7,87.3,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2873611,01/09/2022 06:22:23,Class A,230352000,57.804228,10.693567,Under way using engine,0.0,13.8,87.1,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2874952,01/09/2022 06:22:33,Class A,230352000,57.80426,10.694761999999999,Under way using engine,0.0,13.8,87.2,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2876427,01/09/2022 06:22:44,Class A,230352000,57.80429,10.695958000000001,Under way using engine,0.0,13.8,87.2,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2877905,01/09/2022 06:22:54,Class A,230352000,57.804325,10.697275,Under way using engine,0.0,13.8,87.2,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2879183,01/09/2022 06:23:04,Class A,230352000,57.80435500000001,10.698472,Under way using engine,0.0,13.8,87.1,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2880516,01/09/2022 06:23:14,Class A,230352000,57.804393000000005,10.699672,Under way using engine,0.0,13.8,86.6,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2881688,01/09/2022 06:23:23,Class A,230352000,57.804423,10.70063,Under way using engine,0.0,13.8,86.2,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2883129,01/09/2022 06:23:34,Class A,230352000,57.804473,10.70195,Under way using engine,0.0,13.9,86.1,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2884566,01/09/2022 06:23:44,Class A,230352000,57.804512,10.70315,Under way using engine,0.0,13.8,86.5,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2886068,01/09/2022 06:23:54,Class A,230352000,57.804553000000006,10.70447,Under way using engine,0.0,13.8,86.8,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2887383,01/09/2022 06:24:04,Class A,230352000,57.804587,10.705672,Under way using engine,0.0,13.9,86.6,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2888740,01/09/2022 06:24:14,Class A,230352000,57.80463,10.706877,Under way using engine,0.0,13.9,86.4,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
2891414,01/09/2022 06:24:34,Class A,230352000,57.80471,10.709163,Under way using engine,0.0,13.9,86.2,90.0,9126247,OJHJ,MARJATTA,Cargo,,18.0,120.0,GPS,7.0,FITOR,04/09/2022 05:00:00,AIS,108.0,12.0,10.0,8.0
